,Unnamed: 0,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Total Cup Points,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
171,171,Taiwan,鄉庭有機咖啡莊園Siang-Ting Organic Farm,2025花蓮縣第九屆精品咖啡評鑑批次,鄉庭有機咖啡莊園Siang-Ting Organic Farm,,Taiwan Coffee Laboratory,150-170,"Shoufeng Township, Hualien County","張進義JHANG,JIN-YI",1,6 kg,2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Pulped Natural / Honey,7.83,7.67,7.83,7.67,7.67,7.75,10.0,10.0,10.0,84.25,0,0.0,Green,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
172,172,Japan,kakamigaharafarm,2024-2025bourbon,same facility,,tyuubujimuki,34,gifu,tyuubujimuki,1,6 kg,2024 / 2025,Q3 2025,中部事務機株式会社,Bourbon,Anaerobic,7.75,7.83,7.75,7.75,7.67,7.75,10.0,10.0,10.0,84.25,0,0.0,Green,2,"September 4th, 2026",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
173,173,Taiwan,優遊吧斯瑪翡咖啡莊園 Yuyupas Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S061",優遊吧斯瑪翡咖啡莊園 Yuyupas Coffee Manor,,Taiwan Coffee Laboratory,1200,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","鄭虞坪 JHENG,YU-PING",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.83,7.83,7.67,7.83,7.58,7.75,10.0,10.0,10.0,84.25,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
174,174,Taiwan,富咖有機農場,C109,富咖有機農場,,Taiwan Coffee Laboratory,1200,"嘉義梅山, Meishan, Chiayi",楊仙美,1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Washed / Wet,7.75,7.75,7.75,7.75,7.75,7.75,10.0,10.0,10.0,84.25,0,0.0,Blue-Green,0,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
176,176,Thailand,Vipada Thiraras,1,,,SCITH,1250,"Pha Lung, Chiang Rai",Vipada Thiraras,1,10 kg,2024,Q4 2024,Thanyavit Kuakunrittiwong,Catimor,Pulped Natural / Honey,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,84.25,0,0.0,Yellow,1,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
177,177,Vietnam,Hợp tác xã Mộc Sa Farm,A561,Hợp tác xã Mộc Sa Farm,,Hợp tác xã Mộc Sa Farm,1050,"Xã Bản Lầm, Huyện Thuận Châu, Tỉnh Sơn La",Lương Trung Hiếu,20000,1 kg,2024 / 2025,Q3 2025,Luong Trung Hieu,Catimor,Natural / Dry,7.75,7.67,7.67,7.83,7.92,7.75,10.0,10.0,10.0,84.25,0,0.0,Green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
178,178,Colombia,Finca Las Acacias - Vereda Juanambu,3-59-02868,Pasto,3-59-02868,Carcafé Ltda,1959,Nariño,Segundo Viveros Santa Cruz,600,30 kg,2024 / 2025,Q4 2024,Maria Paz Villada,Caturra,Washed / Wet,7.83,7.67,7.58,8.08,7.83,7.67,10.0,10.0,10.0,84.25,0,2.0,Green,4,"December 9th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
179,179,Indonesia,Tabo Coffee,-,dry mill,,TABO COFFEE,1000,SIPIROK,Tabo Coffee,1,2 kg,2024,Q4 2024,Reza Burhanuddin,Sumatra,Washed / Wet,7.67,7.75,7.58,7.58,7.58,7.67,10.0,10.0,10.0,84.17,0,3.0,Green,1,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
180,180,Taiwan,鄉庭有機咖啡莊園Siang-Ting Organic Farm,2025花蓮縣第九屆精品咖啡評鑑批次,鄉庭有機咖啡莊園Siang-Ting Organic Farm,,Taiwan Coffee Laboratory,150-170,"Shoufeng Township, Hualien County","張進義JHANG,JIN-YI",1,6 kg,2024,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Natural / Dry,7.58,7.92,7.67,7.67,7.83,7.67,10.0,10.0,10.0,84.17,0,0.0,Green,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
181,181,Colombia,Various,1,Almacafe S.A. Trilladora,,"King Car Industrial Co., Ltd",1600,HUILA,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,550,35 kg,2024,Q1 2025,KINGCAR,"Castillo, Colombia",Washed / Wet,7.83,7.83,7.67,7.75,7.58,7.75,10.0,10.0,10.0,84.17,0,0.0,Yellow-Green,0,"January 2nd, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
182,182,Taiwan,金光明咖啡莊園,C107,金光明咖啡莊園,,Taiwan Coffee Laboratory,500,"南投水里, Shuili, Nantou",陳蒼輝,1,15 kg,2020 / 2021,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Pulped Natural / Honey,7.75,7.75,7.67,7.83,7.75,7.75,10.0,10.0,10.0,84.17,61,0.0,Brown,6,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
183,183,Colombia,Various,1,Almacafé S.A. Trilladora Pitalito,,"King Car Industrial Co., Ltd",1200-2000,Huila,Asociasión Montesiera,275,70 kg,2024,Q1 2025,KINGCAR,"Castillo, Colombia, Caturra",Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.75,10.0,10.0,10.0,84.17,0,0.0,Yellow-Green,0,"January 2nd, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
184,184,Nicaragua,Finca Aurora,1,Finca Aurora - Wet Mill & Dry Mill,,"King Car Industrial Co., Ltd",1250-1400,"MATAGALPA, Nicaragua",Enrique & Tania Ferrufino,20,1000 kg,2024,Q1 2025,KINGCAR,Caturra/Catuai,Washed / Wet,7.83,7.92,7.75,7.67,7.67,7.67,10.0,10.0,10.0,84.17,0,0.0,Yellow-Green,0,"January 2nd, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
185,185,Thailand,Yosniyom coffee farm,Micro lot,CMU mill,,"Maedadnoi roilan co.,ltd",1300,"Mae daet noi ,Chiangmai",Nathagrid Somboonkhamchoo,1,10 kg,2023 / 2024,Q4 2024,Nathagrid Somboonkhamchoo,Catimor,Natural / Dry,7.67,7.83,7.75,7.67,7.58,7.83,10.0,10.0,10.0,84.17,0,0.0,Yellow,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
186,186,Taiwan,珍5吉咖啡莊園 Zhen 5 Ji Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S074",珍5吉咖啡莊園 Zhen 5 Ji Coffee,,Taiwan Coffee Laboratory,1150,"嘉義縣竹崎鄉 Zhuqi Township, Chiayi County","王素珍 WANG, SU-CHEN",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Natural / Dry,7.83,7.83,7.75,7.67,7.67,7.67,10.0,10.0,10.0,84.17,0,0.0,Yellow,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
187,187,Zambia,Mount Sunzu Coffee Ltd.,N°2,Mount Sunzu Coffee Ltd.,,Mount Sunzu Coffee Ltd.,1600,Northern Province,Mount Sunzu Coffee Ltd.,444,60 kg,2024,Q4 2024,Luca Costa,Sarchimor,Washed / Wet,7.58,7.75,7.67,7.83,7.83,7.67,10.0,10.0,10.0,84.17,0,0.0,Blue-Green,2,"October 24th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
188,188,Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2025臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","王中和(WANG,ZHONG-HAN)",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha+Yellow Bourbon,Pulped Natural / Honey,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,84.17,0,0.0,Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
189,189,Thailand,Cherdpong Village,1,100kg/hr,,Adnite Ltd.,1500-1600,Nan,Gochgorn Aswapromtada,1,8 kg,2025,Q3 2025,Gochgorn Aswapromtada,Java,Pulped Natural / Honey,7.67,7.92,7.92,7.58,7.58,7.75,10.0,10.0,10.0,84.17,0,0.0,Green,5,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
190,190,Taiwan,歐爸的咖啡園（Oppa’s Coffee Farm）,2025臺南市國產精品咖啡評鑑批次,歐爸的咖啡園（Oppa’s Coffee Farm）,,Taiwan Coffee Laboratory,500-600,"臺南市東山區 Dongshan Dist., Tainan City","歐宇倉(Ou,Yu-Tsang )",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Washed / Wet,7.83,7.75,7.75,7.58,7.75,7.67,10.0,10.0,10.0,84.17,0,2.0,Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
191,191,Guatemala,Varias Fincas,2025/232/1,El Trébol / Linea Gourmet,2025/232/1,Asociación Nacional del Cafe,1500-1600,Sierra De Las Minas,Varios Productores,300,30 kg,2024 / 2025,Q1 2025,Evelin Isabel Hernández Paxtor,Caturra,Washed / Wet,7.67,7.83,7.5,7.83,7.67,7.83,10.0,10.0,10.0,84.08,0,2.0,Green,2,"March 31st, 2026",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
192,192,Taiwan,愛姬咖啡莊園Aiji Coffee Estate,2025花蓮縣第九屆精品咖啡評鑑批次,愛姬咖啡莊園Aiji Coffee Estate,,Taiwan Coffee Laboratory,150,"Shoufeng Township, Hualien County","劉孟宗LIOU,MENG-ZONG",1,6 kg,2024,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Natural / Dry,7.75,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,84.08,0,0.0,Green,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
193,193,Ethiopia,Banko Gotiti,Banko Gotiti,Haileslassie,010/0352/0088,Taiwan Coffee Laboratory,2200-2300,Yirgacheffe,Haileslassie,320,60 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Heirloom Yirgacheffe Varietal,Natural / Dry,7.83,7.75,7.75,7.67,7.58,7.75,10.0,10.0,10.0,84.08,0,0.0,Yellow-Green,0,"November 27th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
194,194,Taiwan,香莢蘭莊園,"2024 Sustainable Specialty Coffee Farm Awards,S045",香莢蘭莊園,,Taiwan Coffee Laboratory,780,"苗栗縣泰安鄉 Tai'an Township, Miaoli County","黃冏 HUANG,JYONG",1,8 kg,2023,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Pulped Natural / Honey,7.75,7.83,7.67,7.83,7.5,7.75,10.0,10.0,10.0,84.08,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
195,195,China,The Nest Manor,SJ001,The Nest Manor Dry Mill,,The Nest Manor,1600,"Shuangjiang County, Lincang City, Yunnan Province, China",The Nest Manor,2,2 kg,2024 / 2025,Q3 2025,Unnop Rattanasorn,Syrina,Dual Fermentation Honey,7.83,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,84.08,0,0.0,Blue,0,"July 7th, 2026",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
196,196,Brazil,Ofi - Olam Food Ingredients,S040263-4,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000 kg,2025,Q3 2025,ADRYELLI CRISTINA SILVA,Catuai,Natural / Dry,7.67,7.75,7.67,7.83,7.67,7.67,10.0,10.0,10.0,84.08,0,0.0,Green,1,"September 22nd, 2026",Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705
197,197,Thailand,Ethnic Coffee Mae Hong Son,1,"Mogojubean, Chiang Mai",,Ethnic Coffee Mae Hong Son,1534,"Mae Hong Son, Thailand",Piyamaporn Wanmanee,1,36 kg,2025,Q3 2025,Piyamaporn Wanmanee,Bourbon,Pulped Natural / Honey,7.67,7.67,7.75,7.83,7.75,7.67,10.0,10.0,10.0,84.08,0,0.0,Yellow,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
198,198,Colombia,VARIOS,3-01-17725,ALMACAFE POPAYAN,3-01-17725,Federación de cafeteros de Colombia,1500,CAUCA,VARIOS,375,70 kg,2024 / 2025,Q3 2025,Camilo Mosquera,VARIOS,Washed / Wet,7.75,7.75,7.58,7.83,7.58,7.83,10.0,10.0,10.0,84.08,0,0.0,Green,3,"September 24th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
199,199,Vietnam,Carabu Farm,Lot: TH1,23 nguyen cu trinh,,"carabu coffee. co., ltd",500,Buon Ma Thuot City,Carabu,12,25 kg,2023 / 2024,Q4 2024,CARABU COFFEE,Blue Mountain,Natural / Dry,7.92,7.75,7.58,7.92,7.5,7.58,10.0,10.0,10.0,84.0,0,0.0,Yellow,3,"October 29th, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
200,200,Thailand,Chatchai Organic Coffee Farming,1,Dry Mill,,Chatchai Organic Coffee Farming,1500,Northen of Thailand,Chatchai Khabu,10,20 kg,2023 / 2024,Q4 2024,Chatchai,Typica,Natural / Dry,7.67,7.83,7.67,7.83,7.75,7.67,10.0,10.0,10.0,84.0,0,0.0,Green,4,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
201,201,Taiwan,佳禾咖啡莊園 Jiahe Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S055",佳禾咖啡莊園 Jiahe Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","羅玉聰 LO,YU-TSUNG",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,8.0,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,84.0,0,0.0,Blue-Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
202,202,Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2025臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","王威騰(Wang,Wei-Teng)",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.67,7.83,7.75,7.67,7.67,7.75,10.0,10.0,10.0,84.0,0,0.0,Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
203,203,Taiwan,志繼168咖啡園,785 SL34,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,志繼168咖啡園,580,桃園市復興區志繼部落,黃俊億,1,8 kg,2024 / 2025,Q1 2025,黃俊億,SL34,Washed / Wet,7.67,7.75,7.75,7.83,7.58,7.75,10.0,10.0,10.0,84.0,0,0.0,Blue-Green,0,"March 19th, 2026",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
204,204,Colombia,VARIOS,3-01-14220,ALMACAFE BELLO ANTIOQUIA,3-01-14220,Federación de cafeteros de Colombia,1120 A 2060,Antioquia,VARIOS,375,70 kg,2024 / 2025,Q2 2025,Camilo Mosquera,CASTILLA COLOMBIA,Washed / Wet,8.0,7.75,7.75,7.67,7.5,7.5,10.0,10.0,10.0,84.0,5,0.0,Green,6,"May 2nd, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
205,205,Thailand,MINERAL COFFEE,01,MINERAL,,"MINERAL COFFEE CO.,LTD",1100,chiang rai,VASIN KHOTCHASARN,1,10 kg,2023 / 2024,Q4 2024,Vasin Khotchasarn,Catuai,Pulped Natural / Honey,8.0,7.75,7.42,7.75,7.75,7.67,10.0,10.0,10.0,84.0,0,0.0,Green-Yellow,0,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
206,206,Taiwan,古林有機生態園區,"2024 Sustainable Specialty Coffee Farm Awards,S076",古林有機生態園區,,Taiwan Coffee Laboratory,500-700,"花蓮縣玉里鎮 Sanmin, Yuli Township, Hualien County","林菁川 LIN,JING-CHUAN",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Pulped Natural / Honey,7.83,7.75,7.75,7.67,7.5,7.75,10.0,10.0,10.0,83.92,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
207,207,Taiwan,大手咖啡,C04,大手咖啡,,Taiwan Coffee Laboratory,1250,嘉義/阿里山鄉,楊帛燊,1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Washed / Wet,7.92,7.75,7.58,7.67,7.42,7.75,10.0,10.0,10.0,83.83,0,0.0,Blue-Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
208,208,Taiwan,締武咖啡農場,"2024 Sustainable Specialty Coffee Farm Awards,S098",締武咖啡農場,,Taiwan Coffee Laboratory,900,"屏東縣泰武鄉 Taiwu Township, Pingtung County","許鎧琳 HSU,KAI-LIN",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Washed / Wet,7.58,7.75,7.67,7.67,7.58,7.75,10.0,10.0,10.0,83.83,0,1.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
209,209,Japan,cactus coffee farm & lab,2,cactus coffee farm & lab,,cactus coffee farm & lab,89,"Okinawa, Japan",Yayoi Nakasone,20,1 kg,2025,Q3 2025,Yayoi Nakasone,Mundo Novo,Natural / Dry,7.58,7.67,7.75,7.58,7.75,7.75,10.0,10.0,10.0,83.83,0,0.0,Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
210,210,Taiwan,森悅高峰咖啡莊園 Sen Yue High Pk,"2024 Sustainable Specialty Coffee Farm Awards,S091",森悅高峰咖啡莊園 Sen Yue High Pk,,Taiwan Coffee Laboratory,1400,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Natural / Dry,7.67,7.83,7.75,7.67,7.5,7.67,10.0,10.0,10.0,83.83,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
211,211,Thailand,Ma-Family Coffee Farm,N1-ICP,Ma-Family Coffee Farm,,Ma-Family Coffee Farm,1250-1400,"PangKhon, Chiangrai, Thailand",Asadawoot Yapaenggoo,1,10 kg,2023 / 2024,Q4 2024,Asadawoot Yapaenggoo,Catimor,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,83.83,0,0.0,Green,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
212,212,Brazil,Ofi - Olam Food Ingredients,S040263-3,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000 kg,2025,Q3 2025,ADRYELLI CRISTINA SILVA,Catuai,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10.0,10.0,83.83,0,1.0,Green,5,"September 22nd, 2026",Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705
213,213,Kenya,VARIOUS,CN 4124251021/K33713,VARIOUS,,C.Dorman SEZ Limited,1000-5000,CENTRAL KENYA,DORMAN,300,60 kg,2024 / 2025,Q3 2025,URBANUS WACHANIA,SL28,Washed / Wet,7.83,7.58,7.67,8.0,7.58,7.5,10.0,10.0,10.0,83.83,0,0.0,Green,1,"July 28th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
214,214,Taiwan,大鋤花間咖啡生態農場 Dachu Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S058",大鋤花間咖啡生態農場 Dachu Coffee Estate,,Taiwan Coffee Laboratory,720,"台南市東山區 Dongshan Dist., Tainan City","郭雅聰 KUO,YA-TSUNG",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10.0,10.0,83.83,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
215,215,Guatemala,La Demora,11/951/805,Beneficio Las Americas,11/951/805,Asociación Nacional del Cafe,1500,Santa Rosa,Francisco Amadeo Palencia Rivas,600,30 kg,2024 / 2025,Q2 2025,Evelin Isabel Hernández Paxtor,Catuai,Washed / Wet,7.67,7.75,7.5,7.83,7.67,7.67,10.0,10.0,10.0,83.75,0,1.0,Green,12,"April 23rd, 2026",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
